Date;Open;High;Low;Close;Volume
17.10.2016;47260,82;47496,27;47184,85;47264,17;37316147
18.10.2016;47444,67;47607,25;47223,45;47436,67;49230103
19.10.2016;47490,61;47962,24;47432,08;47876,12;62399683
20.10.2016;48091,7;48096,61;47879,33;47894,17;41077729
21.10.2016;47973,79;48138,27;47869,28;47931,14;43107747
24.10.2016;48034,72;48542,29;48034,72;48508,91;39288998
25.10.2016;48591,7;48825,19;48434,48;48459,91;49549734
26.10.2016;48454,46;48582,6;48202,96;48381,29;41830435
27.10.2016;48384,67;48651,53;48347,43;48651,28;51225074
28.10.2016;48600,95;49070,85;48484,08;49070,85;42191330
31.10.2016;49024,6;49331,67;48997,06;49158,8;39128622
02.11.2016;48853,57;48853,57;47769,92;47899,1;59794239
03.11.2016;47902,88;48046,87;47752,07;47899,61;53247133
04.11.2016;47784,47;47828,92;47564,61;47610,85;31815595
07.11.2016;48179,18;48218,56;47597,96;47716,02;39341587
08.11.2016;47906,12;48127,63;47906,12;48127,63;37408084
09.11.2016;47208,3;48214,73;47208,3;48214,73;45980943
10.11.2016;48720,62;49129,58;48447,59;48447,59;62294275
14.11.2016;48626,04;48626,04;47539,85;47539,85;55279678
15.11.2016;47598,31;47788,62;47387,18;47579,82;53549992
16.11.2016;47725,58;47805,83;47489,85;47634,64;54348962
17.11.2016;47763,53;47791,13;47231,14;47274,21;38793929
18.11.2016;46966,77;47109,64;46674,28;46910,91;38614489
21.11.2016;47147,41;47512,34;47021,01;47512,34;54326657
22.11.2016;47838,77;48030,18;47838,77;48030,14;42041652
23.11.2016;48117,17;48540,67;47992,32;48540,67;49325446
24.11.2016;48656,65;48890,18;48565,33;48824,83;36487311
25.11.2016;48906,9;48942,71;48381,92;48579,08;49796551
28.11.2016;48602,54;48643,34;48167,07;48231,47;39127581
29.11.2016;48300,04;48381,88;48049,4;48199,38;46087856
30.11.2016;48304,23;48770,26;48250,88;48618,64;110287318
01.12.2016;48696,12;48696,12;48342,54;48404,21;45357218
02.12.2016;48399,33;48552,51;48360,11;48474,03;42208939
05.12.2016;48732,15;49647,48;48709,2;49647,48;38241227
06.12.2016;49733,41;50276,6;49618,9;50269,7;54094396
07.12.2016;50350,99;50605,98;50218,84;50380,35;79344877
08.12.2016;50623,33;51125,97;50309,54;51123,43;81952698
09.12.2016;51041,72;51100,06;50551,39;50693,75;59533133
12.12.2016;50779,39;50779,39;50247,69;50411,42;45550944
13.12.2016;50463,54;51152,49;50460,4;51139,37;65681956
14.12.2016;51064,67;51380,01;50919,34;51357,8;63593360
15.12.2016;51257,75;51302,41;50823,81;50881,35;43399580
16.12.2016;50982,38;51311,75;50733,89;51115,26;80278726
19.12.2016;50943,74;51212,91;50617,18;51129,31;46626174
20.12.2016;51294,59;51576,22;51275,62;51485,36;57733671
21.12.2016;51550,41;51699,67;51153,47;51223,85;48212406
22.12.2016;51145,03;51423,71;50859,75;51423,71;43088580
23.12.2016;51527,27;51609,71;51133,32;51295,58;27099162
27.12.2016;51314,38;51394,96;51225,76;51368,63;24338738
28.12.2016;51378,58;51548,35;51127,38;51329,77;38872933
29.12.2016;51334,68;51703,91;51333,97;51703,91;30899688
30.12.2016;51769,2;51921,03;51719,29;51754,03;34771319
02.01.2017;51743,43;52008,37;51608,44;51907,77;19547441
03.01.2017;52040,34;52532,35;52040,34;52532,35;51517729
04.01.2017;52670,78;52773,31;52436,34;52753,84;51569792
05.01.2017;52664,38;52842,55;52526,41;52721,67;50058969
09.01.2017;52783,13;53006,63;52594,43;53006,63;46439298
10.01.2017;53095,46;53571,02;53092,96;53409,72;58347692
11.01.2017;53515,63;53716,86;53276,9;53709,33;63003458
12.01.2017;53690,48;53989,49;53493,73;53650,94;66470547
13.01.2017;53707,82;53715,49;53301,85;53498,26;50573389
16.01.2017;53421,67;53847,63;53276,06;53706,41;42614340
17.01.2017;53716,09;53745,79;53497,76;53582,55;44183338
18.01.2017;53737,19;53737,46;53416,41;53431,86;62302759
19.01.2017;53505,27;53739,74;53480,75;53654,99;46901144
20.01.2017;53591,25;53865,85;53535,35;53573,28;47361849
23.01.2017;53502,33;53718,95;53401,87;53425,2;37986610
24.01.2017;53544,6;53988,51;53389,9;53988,51;50098193
25.01.2017;54273,33;55494,48;54273,33;55484,56;65951198
26.01.2017;55802,64;55929,47;55488,43;55560,23;95824617
27.01.2017;55615,55;55704,3;55258,17;55657,7;56092674
30.01.2017;55651,36;55772,15;55043,41;55060,44;43892086
31.01.2017;55104,36;55523,66;55008,13;55232,32;49222521
01.02.2017;55603,28;55854,57;55538,12;55651,75;46825631
02.02.2017;55633,43;55679,11;55236,4;55303,11;39907553
03.02.2017;55296,4;55456,67;55194,67;55408,23;40529773
06.02.2017;55456,89;55843,85;55359,11;55654,52;44288288
07.02.2017;55606,83;55758,32;55457,09;55617,09;38230222
08.02.2017;55665,5;55665,5;55397,51;55642,64;53461607
09.02.2017;55902,82;56869,97;55879,1;56785,52;69197626
10.02.2017;57193,08;57435,24;57193,08;57385,03;99114953
13.02.2017;57658,42;57952,75;57497,37;57857,85;84038540
14.02.2017;57905,43;57911,36;57535,61;57728,1;91808804
15.02.2017;57850,31;58058,19;57520,37;57899,25;73388307
16.02.2017;57964,09;58736,23;57810,91;58610,28;84510333
17.02.2017;58577,41;58656,02;57909,53;57972,68;57607247
20.02.2017;58168,72;58262,6;58001,32;58120,83;38239971
21.02.2017;58191,47;59331,91;58182,76;59331,91;57826072
22.02.2017;59493,11;59641,6;59101,65;59451,12;57480897
23.02.2017;59457,13;59844,93;59298,69;59583,89;71315371
24.02.2017;59505,11;59541,69;58444,25;58657,32;70723816
27.02.2017;58751,19;58905,87;58402,04;58681,67;54312021
28.02.2017;58775,09;58775,09;58170,94;58300,37;67220935
01.03.2017;58679,1;59683,33;58679,1;59646,29;87220421
02.03.2017;59808,87;60021,25;59494,78;59743,64;90442877
03.03.2017;59376,19;59596,19;59257,69;59313,38;90389611
06.03.2017;59277,34;59434,57;58900,77;58995,74;89336209
07.03.2017;58944,36;58996,42;58463,92;58530,07;109704282
08.03.2017;58464,95;58657,87;58231,99;58559,14;88653635
09.03.2017;58520,78;58557,28;57558,86;57986,6;76996267
10.03.2017;58219,36;58752,05;58219,36;58316,11;62035891
13.03.2017;58549,24;59322,58;58479,54;59322,58;71809731
14.03.2017;59455,26;59484,67;59060,29;59301,32;73820468
15.03.2017;59464,94;59524,78;59109,17;59109,17;78269273
16.03.2017;59833,12;60279,57;59791,28;60247,18;77533356
17.03.2017;60341,68;60631,65;60316,5;60440,57;94312959
20.03.2017;60413,36;60413,36;59871,73;60151,62;53972552
21.03.2017;60275,71;60511,03;59248,53;59452,75;82059333
22.03.2017;58839,55;58847,68;58313,36;58749,94;77854321
23.03.2017;58686,13;59122,18;58625,27;59093,68;77333668
24.03.2017;59135,27;59241,56;58836,61;59069,56;48386906
27.03.2017;58397,48;58515,47;58075,29;58338,9;40096619
28.03.2017;58646,57;58938,76;58541,15;58938,76;54693891
29.03.2017;59296,03;59375,3;58477,66;58709,72;71763993
30.03.2017;58768,13;58837,93;58154,21;58527,2;61022901
31.03.2017;58403,28;58461,71;57911,31;57911,31;53788903
03.04.2017;58258,3;58706,33;58166,29;58636,31;45923701
04.04.2017;58540,42;59092,16;58540,42;59015,12;48226474
05.04.2017;59276,61;59498,05;59015,25;59369,66;54343119
06.04.2017;58915,81;59406,36;58896,7;59406,36;52939627
07.04.2017;59190,62;59422,26;59017,52;59287,92;43207096
10.04.2017;59321,52;59388,02;59112,38;59112,38;44282615
11.04.2017;59069,6;59194,42;58295,12;58510,03;50564340
12.04.2017;58552,46;58880,54;58377,92;58377,92;49555978
13.04.2017;58478,13;58765,28;58429,87;58695,36;49467937
18.04.2017;58939,48;59223,25;58694,68;58762,99;50349193
19.04.2017;58968,54;59534,8;58888,27;59515,17;69102667
20.04.2017;59551,16;59805,49;59368,93;59700,07;60147423
21.04.2017;59834,29;59991,53;59174,6;59285,57;72535532
24.04.2017;59915,05;60100,71;59765,38;60061,41;51126467
25.04.2017;60286,3;61182,93;60225,75;61182,78;79408502
26.04.2017;61229,86;61699,64;60889,62;61699,64;86628490
27.04.2017;61513,45;61903,49;61451,5;61731,8;80664067
28.04.2017;61728,61;62039,43;61479,99;61644,56;82710908
02.05.2017;61932,93;62214,81;61871,01;62066,66;41829167
04.05.2017;62001,82;62666,49;61517,76;61862,8;76899234
05.05.2017;61503,49;61887,45;61227,82;61831,4;48285228
08.05.2017;62001,06;62084,88;61422,04;61687,05;71849798
09.05.2017;61849,69;62344,78;61768,37;62336,39;101355693
10.05.2017;62365,57;62482,29;61681,43;61839,91;67637039
11.05.2017;62175,26;62396,38;61474,55;61598,78;90369103
12.05.2017;61656,71;61724,06;61431,71;61595,38;54062641
15.05.2017;61975,93;61975,93;61541,08;61795,32;43915320
16.05.2017;61695,97;61889,3;60814;61000,25;59095664
17.05.2017;60563,94;60855,6;60120,6;60133,08;68886233
18.05.2017;60096,02;60247,45;59143,38;59901,12;58555947
19.05.2017;60010,48;60836,69;59853,35;60739,95;59773775
22.05.2017;60923,81;61131,55;60367;61024,86;50769409
23.05.2017;60867,96;61021,67;60316,76;60407,7;44096928
24.05.2017;60333,57;60812,49;60155,31;60812,49;51505619
25.05.2017;61452,84;61602,24;61186,74;61536,22;56602725
26.05.2017;61457,82;61457,82;60897,81;60907,75;33691151
29.05.2017;60918,1;60983;60637;60859,28;23423343
30.05.2017;60647,59;60701,15;60185,89;60344,58;39963534
31.05.2017;60383,95;60723,23;60057,91;60092,07;85645990
01.06.2017;60286,68;60333,13;59881,34;60181,96;48645372
02.06.2017;60587,95;60754,42;60498,41;60754,42;42165761
05.06.2017;60768,63;60772,99;60113,92;60179,36;34017985
06.06.2017;59859,02;60762,95;59859,02;60723,47;43334959
07.06.2017;60826,37;61120,42;60752,25;60752,25;57955033
08.06.2017;60865,92;61332,54;60615,95;61312,68;48975385
09.06.2017;61371,26;61631,76;61157,96;61181,57;38146419
12.06.2017;61044,81;61113,58;60211,28;60354,56;35060207
13.06.2017;60380,04;60592,39;60173,4;60518,24;29468172
14.06.2017;60577,25;60646,64;60213,79;60381,07;43555930
16.06.2017;60295,94;60654,35;60295,94;60481,07;50227906
19.06.2017;60833,96;61122,9;60815,8;61048,15;42655921
20.06.2017;61188,34;61224,43;60711,52;60841,94;32151894
21.06.2017;60721,7;61162,22;60389,37;61162,22;43381005
22.06.2017;61070,9;61258,94;60864,43;60987,33;32724456
23.06.2017;61006,11;61192,48;60928,93;60982,19;33487189
26.06.2017;61386,3;61895,83;61386,3;61701,57;34751962
27.06.2017;61727,72;62096,24;61639,35;61915,09;48970622
28.06.2017;61657,02;61729,22;61324,5;61411,73;37798520
29.06.2017;61741,72;61853,73;61162,97;61475,96;31396845
30.06.2017;61398,76;61398,76;60910,57;61018,36;40215740
03.07.2017;61126,43;61392,77;61023,06;61392,77;24616208
04.07.2017;61150,26;61152,13;60728,12;60728,12;24659388
05.07.2017;60901,26;60947,25;60758,74;60936,64;31223220
06.07.2017;60934,04;61256,79;60645,26;60869,83;24973066
07.07.2017;60913,45;60948,06;60681,7;60707,52;22649856
10.07.2017;61047,43;61100,45;60619,69;60829,24;21589034
11.07.2017;60975,05;61050,9;60673,21;60700,46;27251845
12.07.2017;60815,56;61601,72;60815,56;61601,72;47172330
13.07.2017;61707,26;62018,68;61670,58;62018,68;51446453
14.07.2017;62033,85;62127,72;61763,81;62127,72;36102407
17.07.2017;62342,01;62671,52;62289,97;62537,74;32970553
18.07.2017;62588,02;62761,44;62241,91;62331,5;33766876
19.07.2017;62499,37;62629,3;62281,49;62533,46;37050057
20.07.2017;62769,82;62853,78;62218,93;62269,72;44072196
21.07.2017;62336,77;62493,58;61936,46;61979,52;35507040
24.07.2017;61969,02;61992,63;61722,32;61828,39;28633360
25.07.2017;62040,82;62043,65;61748,96;61974,7;44463673
26.07.2017;62175,66;62377,47;62140,76;62362,29;34471427
27.07.2017;62403,6;62428,92;62023,78;62171,7;39419496
28.07.2017;62004,75;62367,59;61778,14;62366,5;53612787
31.07.2017;62329,92;62801,08;62329,92;62595,76;46418529
01.08.2017;62691,86;62800,96;62452,04;62800,96;41574662
02.08.2017;62927,15;63026,98;62354,41;62409,52;53547170
03.08.2017;62285,68;62465,63;62126,24;62231,08;53586891
04.08.2017;62357,71;62572,13;62331,8;62478,3;49928884
07.08.2017;62643,36;62700,1;62478,45;62684,88;35929538
08.08.2017;62709,59;63351,24;62642,34;63351,24;122310947
09.08.2017;63239,19;63253,68;62622,41;62932,28;77867864
10.08.2017;62859,8;63013,95;62399,31;62451,57;65564990
11.08.2017;62170,1;62296,18;62029,51;62206,45;75991234
14.08.2017;62487,01;62500,87;62257,9;62313,07;71338252
16.08.2017;62377,76;62820,37;62377,76;62481,19;74121906
17.08.2017;62445,79;62488,19;61949,4;61949,4;64418956
18.08.2017;61806,35;62053,31;61675,81;62053,31;63101356
21.08.2017;62117,45;62423,94;61939,41;62423,94;77280220
22.08.2017;62525,79;62795,99;62421,41;62649,41;78962617
23.08.2017;62714,48;62812,15;62366,05;62699,83;88076728
24.08.2017;62806,13;63886,54;62806,13;63886,54;105230582
25.08.2017;64153,45;64285,57;63909,32;64135,52;54642349
28.08.2017;64202,62;65191,96;64075,19;65170,56;59841538
29.08.2017;64973,73;65033,53;64026,15;64388,43;61822997
30.08.2017;64759,32;65108,41;64541,28;64957,87;58992194
31.08.2017;65042,53;65204,27;64645,61;64973,76;62042996
01.09.2017;64972,34;65244,55;64825,45;65208,48;47794135
04.09.2017;64862,18;65159,57;64824,55;65038,75;34861153
05.09.2017;65191,33;65611,21;64898,15;64994,9;42893317
06.09.2017;64991,17;65145,31;64644,81;64768,25;40926191
07.09.2017;64750,05;65028,58;64205,91;64381,87;58903822
08.09.2017;64257,67;64592,47;64194,58;64306,53;61091770
11.09.2017;64496,56;65080,71;64496,56;64876,56;43021474
12.09.2017;65104,79;65365,3;64685,21;64826,07;44184198
13.09.2017;64853,12;65141,23;64719,8;64719,8;47391572
14.09.2017;64790,65;64890,83;64595,14;64748,47;46130604
15.09.2017;64796,93;64897,64;64434,74;64535,67;87963916
18.09.2017;64949,24;65100,09;64536,82;64647,04;52359840
19.09.2017;64670,39;64833,31;64634,38;64750,09;55306325
20.09.2017;64872,62;65071,91;64410,26;64749,5;51906447
21.09.2017;64683,93;64755,51;64108,69;64209,19;45887105
22.09.2017;64107,72;64397,32;63982,64;64397,32;41987952
25.09.2017;64380,73;64481,9;63895,84;63895,84;39402238
26.09.2017;63918,62;64038,53;63527,13;63700,76;38905438
27.09.2017;63869,4;63949,35;63498,26;63573,49;35037595
28.09.2017;63740,06;63868,16;63567,19;63729,77;48713101
29.09.2017;63986,72;64368,44;63912,94;64289,69;49889561
02.10.2017;64552,98;64725,11;64232,12;64486,26;46458260
03.10.2017;64590,28;64851,05;64362,69;64407,81;45890168
04.10.2017;64545,55;64766,76;63798,8;63825,7;45066373
05.10.2017;63915,58;64268,86;63731,65;64185,71;35225793
06.10.2017;64282,11;64588,36;64192;64456,06;47916694
09.10.2017;64530,3;64761,83;64427,37;64755,22;29802084
10.10.2017;65043,1;65089,97;64856,78;65046,57;50802486
11.10.2017;65221,96;65849,01;65106,93;65733,79;76642501
12.10.2017;65971,89;66053,82;65529,1;65529,1;61839816
13.10.2017;65636,25;65686,88;65318,72;65318,72;35179827
16.10.2017;65647,53;65679,23;65381,02;65435,72;35820571
17.10.2017;65416,9;65478,28;64854,15;64854,15;42521363
18.10.2017;64979,14;65097,06;64474,44;64474,44;46607881
19.10.2017;64278,97;64488,27;63682,15;63745;43062407
20.10.2017;63952,15;64069,36;63549,75;63719,57;47633240
23.10.2017;63760,49;64054,71;63611,71;63714,74;35575424
24.10.2017;63751,25;63751,25;62997,92;63016,86;50245756
25.10.2017;62968,85;63348,77;62968,85;63158,16;47963721
26.10.2017;63323,61;63430,29;63050,52;63342,71;55383995
27.10.2017;63425,82;64097,97;63425,82;64054,62;96782356
30.10.2017;64199,28;64661,93;64199,28;64640,8;48396402
31.10.2017;64630,22;64866,57;64429,99;64866,57;45246522
02.11.2017;65020,01;65050,67;64281,98;64375,83;40514430
03.11.2017;64428,25;64548,56;64033,16;64214,11;37992064
06.11.2017;64407,62;64656,2;64009,61;64565,59;39018762
07.11.2017;64803,09;65633,77;64761,19;65134,28;57893243
08.11.2017;65293,14;65331,53;64591,53;64617,71;48025991
09.11.2017;64595,9;64616,57;63654,58;63923,62;44250373
10.11.2017;63784,23;63973,28;63415,6;63415,6;47198100
13.11.2017;63488,52;63614,68;62898,79;63160,3;59657735
14.11.2017;63503,77;63618,95;62999,89;63256,2;45115281
15.11.2017;63115,72;63118,1;62214,08;62345,85;39430677
16.11.2017;62666,43;62735,72;62245,21;62299,29;45732567
17.11.2017;62410,94;63059,59;62410,94;63047,02;35718638
20.11.2017;62954,94;63621,92;62914,48;63621,92;31880489
21.11.2017;63723,84;64112,39;63560,45;64010,67;45330204
22.11.2017;63858,47;64074,39;63658,52;63993,34;58048422
23.11.2017;63769,34;64423,02;63703,19;64207,77;35323868
24.11.2017;64326,89;64513,76;63807,21;63857,97;38592415
27.11.2017;63815,68;64266,68;63744,65;64177,91;54658977
28.11.2017;64093,83;64178,16;63750,59;63961,27;45150522
29.11.2017;64223,39;64322,74;62962,26;62962,26;54730140
30.11.2017;62896,81;63126,49;62440,31;62440,31;99458754
01.12.2017;62683,89;62829,7;61807,87;62031,02;42173463
04.12.2017;62186,66;62719,03;61631,16;62350,23;34696232
05.12.2017;62257,29;62753;62244,91;62507,04;36580222
06.12.2017;62113,01;62297,72;61927,8;62165,24;46805334
07.12.2017;62210,34;62552,59;61880,11;62164,65;46937969
08.12.2017;62568,13;62769,97;62208,7;62430,24;63818545
11.12.2017;62578,24;62590,21;61862,28;62000,65;34398119
12.12.2017;61945,55;62532,46;61796,27;62532,46;45878171
13.12.2017;62511,96;62641,28;62343,56;62547,97;40299902
14.12.2017;62498,81;62945,35;62482,59;62916,39;47664105
15.12.2017;62702,76;62830,33;62334,54;62619,6;69717206
18.12.2017;62855,59;63538,95;62855,59;63538,95;42854897
19.12.2017;63493,65;63761,1;63361,94;63406,04;46220579
20.12.2017;63558,61;63632,22;63222,39;63355,53;45704595
21.12.2017;63367,88;63477,25;63157,84;63477,25;44895839
22.12.2017;63490,46;63548,74;63234,49;63237,38;49168299
27.12.2017;63360,77;63919,16;63340,78;63918,87;72594297
28.12.2017;63915,96;64069,86;63696,78;64053,47;49892929
29.12.2017;63955,87;64041,35;63532,92;63746,2;40775216
03.01.2018;63988,33;64143,97;63269,89;63896,32;36237680
04.01.2018;64253,01;65327,83;64253,01;65297,96;57752692
05.01.2018;65280,13;65436,29;65051,07;65314,32;46716640
08.01.2018;65520,15;65806,03;65382,84;65805,97;39669836
09.01.2018;65906,05;65957,09;65244,12;65404,37;47296288
10.01.2018;65394,51;65394,51;64647,89;64884,73;38438472
11.01.2018;64942,04;65379,88;64724,79;65379,88;44282895
12.01.2018;65605,4;65697,37;65230,09;65465,65;33584054
15.01.2018;65528,36;65626,31;65198,89;65503,35;23756917
16.01.2018;65553,09;66608,8;65301,29;66437,64;50503772
17.01.2018;66405,55;66748,42;66369,44;66685,33;38297024
18.01.2018;66874,01;66960,63;66678,37;66709,12;36335983
19.01.2018;66847,71;66905,05;66660,01;66897,08;32603755
22.01.2018;67005,37;67308,69;66856,03;67308,69;31266906
23.01.2018;67607,05;67933,05;67116,26;67529,39;47804540
24.01.2018;67445,41;67445,41;67044,7;67339,21;34861869
25.01.2018;67108,25;67181,57;66537,12;66561,79;36385233
26.01.2018;66700,63;66861,37;66598,85;66861,37;36927777
29.01.2018;67031,49;67036,35;66524,78;66769,38;43058213
31.01.2018;66177,15;66416,6;66041,56;66048,17;38689698
01.02.2018;66221,11;66524,54;65074,57;65585,79;39952179
02.02.2018;65426,58;65482,94;64920,33;65021,36;30755828
05.02.2018;64413,59;64781,73;64387,49;64685,64;32900813
06.02.2018;63197,07;63197,07;62141,27;62527,37;66479112
07.02.2018;62916,54;63262,13;62790,01;63262,13;42895803
08.02.2018;63174,2;63361,76;62604,89;62604,89;40820842
09.02.2018;62014,75;62462,42;61779,84;61952,62;50727210
12.02.2018;62552,39;62901,91;62523,21;62602,34;27481527
13.02.2018;62808,64;63008,51;62707,06;63008,51;32897976
14.02.2018;63231,77;63500,92;62822,61;63500,92;34244028
15.02.2018;63915,52;64042,13;63078,16;63078,16;30460963
16.02.2018;63428,66;63471,9;62545,91;62818,71;33265484
19.02.2018;62884,53;63061,49;62633,59;62803,65;20382450
20.02.2018;62684,37;62907,95;62447,08;62858,56;21367522
21.02.2018;62725,25;62777,44;62353,25;62603,25;32534909
22.02.2018;62233,82;62741,73;61838,93;62717,27;42983350
23.02.2018;63001,82;63008,85;62396;62665,06;29307054
26.02.2018;63025,31;63086,8;62544,71;62659,44;27100015
27.02.2018;62976,25;63028,11;62666,14;62928,22;38880689
28.02.2018;62606,84;62606,84;61686,93;61703,18;50912383
01.03.2018;61586,44;61679,69;60650,7;61116,96;44745177
02.03.2018;60731,2;61014,72;60360,82;60580,36;36893107
05.03.2018;60308,56;60854,63;60272,64;60854,63;27792342
06.03.2018;61206,74;61208,5;60963,36;61118,06;33256554
07.03.2018;60798,69;61670,85;60697,03;61635,69;39080532
08.03.2018;61708,98;61711,68;60931,98;61036,99;33077441
09.03.2018;61073,26;61688,08;60463,69;61688,08;34431284
12.03.2018;61986,42;62241,93;61810,98;62241,93;33497085
13.03.2018;62193,99;62264,72;61664,66;61740,09;41837558
14.03.2018;61731,29;61752,01;61312,5;61399,9;45952003
15.03.2018;61606,32;61719,75;61070,73;61156,91;34442855
16.03.2018;61127,34;61127,54;60275,66;60391,42;81021699
19.03.2018;60459,41;60501,6;59581,19;59596,35;30902849
20.03.2018;59577,21;60067,51;59290,76;59959,9;36939175
21.03.2018;59996,4;60939,18;59977,93;60932,26;41076002
22.03.2018;60734,8;61099,86;59784,64;59862,55;42632166
23.03.2018;59271,85;59551,36;58973,77;59436,36;35024338
26.03.2018;59524,67;59637,51;58965,53;58965,53;28329575
27.03.2018;59686,94;59838,11;59071,84;59077,72;32988309
28.03.2018;58832,79;58858,1;57947,92;58176,39;50366552
29.03.2018;58520,39;58678,74;58353;58377,42;37368481
03.04.2018;58375,85;59129,84;58173,3;58902,2;35305911
04.04.2018;58848,83;58897,63;58230,62;58354,95;38772658
05.04.2018;58945,33;59293,02;58918,9;59244,04;31907083
06.04.2018;59196,07;59689,95;58996,75;59553,13;32222320
09.04.2018;59685,88;60145,28;59366,32;59699,72;35800404
10.04.2018;60074,63;60074,63;59545,47;59860,3;44140690
11.04.2018;59835,08;60140,21;59452,61;59740,56;40072283
12.04.2018;59701,79;60437,33;59692,31;60393,23;37570893
13.04.2018;60600,47;60687,23;60344,86;60477,53;38534011
16.04.2018;60521,7;60536,84;60084,78;60264,16;23708499
17.04.2018;60420,32;60434,76;60046,7;60294,06;27149788
18.04.2018;60337,33;60517,08;60091,36;60517,08;31561854
19.04.2018;60475,07;61008,88;60410,64;60629,81;29456850
20.04.2018;60600,76;60819,23;60144,37;60144,37;36173998
23.04.2018;60121,5;60303,01;59952,53;59952,53;28612462
24.04.2018;60181,79;60407,3;59485,35;59485,35;38658512
25.04.2018;59466,97;59611,04;59137,82;59243,55;52406749
26.04.2018;59168,64;59674,34;59168,64;59628,04;52082588
27.04.2018;59709,76;59831,89;59383,59;59567,47;47099648
30.04.2018;59614,39;60022,82;59596,63;59932,46;33967097
02.05.2018;59953,59;60219,19;59794,09;60066,46;31718539
04.05.2018;59745,59;59840,3;58752,27;58883,65;33871318
07.05.2018;59050,63;59243,76;58524,73;58596,43;29059137
08.05.2018;58723,98;58869;58405,34;58869;47564267
09.05.2018;58919,96;59726,71;58910,75;59691,85;45108472
10.05.2018;60009,26;60227,97;59684,18;60091,26;47349079
11.05.2018;60120,25;60784,11;60072,62;60784,11;36062605
14.05.2018;60824,25;60874,54;60426,78;60738,69;34103390
15.05.2018;60521,58;60523,22;59674,37;59723,95;56105637
16.05.2018;59778,44;59794,93;59358,87;59791,27;44445860
17.05.2018;59556,8;59769,97;59236,6;59337,27;39195853
18.05.2018;59319,69;59546,78;58622,75;58740,33;43144262
21.05.2018;58877,41;59444,82;58849,8;59335,68;29350685
22.05.2018;59305,88;59347,39;58752,36;59015,14;35825419
23.05.2018;58818,92;58839,47;57906,84;58033,72;47479655
24.05.2018;58152,32;58672,51;58021,42;58189,49;58259141
25.05.2018;58311,05;58394,09;57865,85;58233,23;51359513
28.05.2018;58203,34;58575,95;58052,74;58330,15;42770689
29.05.2018;58128,61;58180,48;57230,22;57871,23;61333145
30.05.2018;57564,95;57629,71;57043,6;57282,73;195552339
01.06.2018;57295,48;57890,11;56946,82;57890,11;42355358
04.06.2018;58158,72;58367,85;58035,51;58206,49;46430697
05.06.2018;58239,05;59089,6;57983,15;59089,6;40898101
06.06.2018;59108,62;59292,19;58944,22;59080,88;41166829
07.06.2018;59281;59699,84;59197,61;59412,76;46756743
08.06.2018;59135,15;59158,79;58930,65;59015,21;38014169
11.06.2018;59090,5;59306,1;58631,67;58680,16;34047122
12.06.2018;58864,06;59017,43;58660,39;58975,59;37095633
13.06.2018;58915,51;58925,98;58555,82;58686,19;43190169
14.06.2018;58533,91;58782,41;58328,84;58603,93;34754862
15.06.2018;58655,62;58739,94;57693,09;57693,09;66903658
18.06.2018;57669,66;57833,84;56474;56474;27841486
19.06.2018;55776,8;56015,59;55540,17;55911,98;40972031
20.06.2018;56235,83;57054,41;56235,83;56638,39;34704646
21.06.2018;56765,59;56907,95;56039,06;56425,25;36652600
22.06.2018;56623,14;56843,29;56512,21;56610,74;40686264
25.06.2018;56368,55;56876,75;56294,8;56416,37;37079593
26.06.2018;56545,38;56742,95;56243,45;56264,51;32925584
27.06.2018;56120,48;56262,8;55822,32;56101,8;46932213
28.06.2018;55824,06;56013,8;55124,54;55169,77;47723893
29.06.2018;55480,58;55954,44;55457,1;55954,44;40060448
02.07.2018;55490,11;55698,95;55202,31;55627,24;28274297
03.07.2018;55701,34;56424,37;55646,35;56393,58;28842768
04.07.2018;56323,8;56939,41;56323,8;56939,41;22700129
05.07.2018;56846,77;57288,6;56682,06;56719,88;26191173
06.07.2018;56811,1;56918,5;56492,24;56497,02;28382238
09.07.2018;56874,36;56911,03;56235,25;56413,96;26334958
10.07.2018;56484,5;57299,46;56379,79;57041,58;41499630
11.07.2018;56654,56;56779,91;56466,7;56544,08;33249480
12.07.2018;56752,1;56780,44;56620,07;56671,44;29631327
13.07.2018;56838,14;56936,78;56366,11;56594,71;26182028
16.07.2018;56584,8;56754,44;56205,53;56205,55;22733951
17.07.2018;56420,87;56514,92;56091,63;56483,22;31660804
18.07.2018;56503,83;56792,5;56256,52;56440,97;37819928
19.07.2018;56362,96;56644,22;56197,02;56585,5;37173062
20.07.2018;56479,88;57303,81;56479,88;57303,81;45476752
23.07.2018;57469,03;57907,3;57384,82;57787,35;35961978
24.07.2018;57895,28;58691,01;57895,28;58629,5;44845804
25.07.2018;58774,97;59111,91;58508,19;58978,27;38880724
26.07.2018;59089;59915,61;59089;59871,2;40612621
27.07.2018;59982,31;59982,31;59539,07;59650,51;36553159
30.07.2018;59528,5;60334,84;59472,46;60334,84;35701114
31.07.2018;60077,76;60378,92;59824,5;59964,47;43214821
01.08.2018;59969,04;60226,42;59520,41;60226,42;36926570
02.08.2018;60002,2;60051,94;59422;59484,35;33682112
03.08.2018;59585,56;59854,09;59412,53;59605,67;28429712
06.08.2018;59656,62;59707,8;59257,38;59707,8;30505081
07.08.2018;59819,89;60043,5;59692,12;59950,14;41521542
08.08.2018;60377,29;60431,77;59969,37;60097,89;49379909
