"";"ticker";"ref_date";"price_open";"price_high";"price_low";"price_close";"volume";"price_adjusted";"ret_adjusted_prices";"ret_closing_prices";"cumret_adjusted_prices"
"31";"AAPL";2014-02-13;19,094999;19,458929;19,078571;19,44393;307398000;17,244217;0,0158792464443493;0,0158793634210745;0,976237874314635
"32";"AAPL";2014-02-14;19,373928;19,499287;19,32893;19,428213;272924400;17,230278;-0,000808328960369753;-0,000808324243092962;0,975448752968617
"33";"AAPL";2014-02-18;19,5;19,685356;19,486071;19,499643;260251600;17,293627;0,00367660928047719;0,00367661194573055;0,979035096906411
"34";"AAPL";2014-02-19;19,455357;19,531786;19,083929;19,191786;313768000;17,020599;-0,0157877812445012;-0,0157878275002264;0,963578304965764
"35";"AAPL";2014-02-20;19,035357;19,178572;18,892857;18,969643;305858000;16,823586;-0,0115749745352677;-0,0115748998034888;0,952424910623049
"36";"AAPL";2014-02-21;19,028214;19,091785;18,735714;18,758928;278784800;16,636707;-0,0111081549438983;-0,0111080108360501;0,941845227143419
"37";"AAPL";2014-02-24;18,683929;18,925714;18,657858;18,84107;288909600;16,709558;0,00437893147964918;0,00437882164695114;0,945969502857515
"38";"AAPL";2014-02-25;18,906429;18,913214;18,607143;18,645;231952000;16,535673;-0,010406319544778;-0,0104065214979828;0,936125441931165
"39";"AAPL";2014-02-26;18,700357;18,75;18,414286;18,476786;276217200;16,386484;-0,00902225146808355;-0,0090219361759184;0,927679482788391
"40";"AAPL";2014-02-27;18,469286;18,885;18,430357;18,845358;301882000;16,713358;0,0199477813544382;0,0199478415780754;0,946184630278052
"41";"AAPL";2014-02-28;18,895714;19,026787;18,647142;18,794287;371968800;16,668066;-0,00270992819037319;-0,00271000423552581;0,943620537875164
"42";"AAPL";2014-03-03;18,693571;18,951786;18,671785;18,848572;238781200;16,716209;0,0028883374951838;0,002888377728828;0,946346032455934
"43";"AAPL";2014-03-04;18,964287;19,022858;18,848928;18,972857;259140000;16,826433;0,00659383954818948;0,00659386822513675;0,952586086351014
"44";"AAPL";2014-03-05;18,96143;19,098213;18,897499;19,012857;200062800;16,861912;0,0021085276956796;0,00210827499516797;0,954594640496605
"45";"AAPL";2014-03-06;19,028214;19,087143;18,860714;18,955357;185488800;16,810917;-0,00302427150610207;-0,00302426931418043;0,951707687125473
"46";"AAPL";2014-03-07;18,967501;18,999287;18,7875;18,944286;220729600;16,801102;-0,000583846794318221;-0,000584056528188714;0,951152035643217
"47";"AAPL";2014-03-10;18,870001;19,047501;18,869286;18,96143;178584000;16,816305;0,000904881120297851;0,000904969445668202;0,952012715162803
"48";"AAPL";2014-03-11;19,123215;19,240713;19,02107;19,14607;279224400;16,980051;0,00973733528263199;0,00973766219109007;0,961282782163672
"49";"AAPL";2014-03-12;19,089643;19,191071;19;19,164642;199326400;16,996523;0,000970079536274593;0,000970016300995358;0,962215302919222
"50";"AAPL";2014-03-13;19,194286;19,273571;18,898571;18,951786;257742800;16,807753;-0,0111063892303148;-0,0111067036890125;0,951528565241636
"51";"AAPL";2014-03-14;18,885357;18,960358;18,678572;18,73893;237199200;16,618971;-0,0112318404488693;-0,0112314480545527;0,940841148214301
"52";"AAPL";2014-03-17;18,84643;18,9275;18,780357;18,812143;199544800;16,683903;0,00390710110752357;0,00390700002614874;0,944517109706492
"53";"AAPL";2014-03-18;18,782143;18,998928;18,757143;18,978571;209647200;16,831503;0,00884685076387703;0,00884683898054561;0,952873111619994
"54";"AAPL";2014-03-19;19,009287;19,151428;18,892857;18,973572;224756000;16,827072;-0,000263256347338703;-0,000263402339406804;0,952622261725152
"55";"AAPL";2014-03-20;18,924643;19,02393;18,833929;18,882143;208398400;16,745981;-0,00481907963548267;-0,00481875526653608;0,948031499183365
"56";"AAPL";2014-03-21;18,997499;19,0625;18,797501;19,031071;374046400;16,878067;0,00788762390211728;0,00788724034131083;0,955509215096284
"57";"AAPL";2014-03-24;19,229286;19,303572;19,109285;19,256786;355700800;17,078241;0,0118600074285755;0,0118603414384824;0,966841561485398
"58";"AAPL";2014-03-25;19,339287;19,491072;19,27107;19,463928;282293200;17,261953;0,0107570797250138;0,0107568313840116;0,977241953243753
"59";"AAPL";2014-03-26;19,518572;19,607143;19,245001;19,277857;299768000;17,096935;-0,00955963673403581;-0,00955978669875879;0,967899875169483
"60";"AAPL";2014-03-27;19,286428;19,339287;19,111429;19,195;222031600;17,023451;-0,00429808032843293;-0,00429803997404898;0,963739763756125
"61";"AAPL";2014-03-28;19,225714;19,247856;19,080357;19,173571;200564000;17,004446;-0,00111640113394162;-0,00111638447512374;0,962663843591043
"62";"AAPL";2014-03-31;19,258215;19,314644;19,140356;19,169287;168669200;17,000643;-0,000223647391982107;-0,000223432557242331;0,962448546333068
"63";"AAPL";2014-04-01;19,205713;19,352501;19,170357;19,344643;200760000;17,156166;0,00914806575257177;0,00914775807780432;0,97125308891839
"64";"AAPL";2014-04-02;19,370714;19,41;19,295;19,376785;180420800;17,184669;0,0016613851836127;0,00166154526604601;0,972866714409857
"65";"AAPL";2014-04-03;19,335358;19,375;19,201429;19,2425;162344000;17,065578;-0,00693007238021293;-0,00693020023703628;0,966124677662697
"66";"AAPL";2014-04-04;19,278929;19,285713;18,949286;18,99357;275251200;16,844809;-0,0129365088015183;-0,0129364687540601;0,953626397266749
"67";"AAPL";2014-04-07;18,857857;18,960714;18,638929;18,695356;289850400;16,58033;-0,0157009200876069;-0,0157007871611287;0,938653585409832
"68";"AAPL";2014-04-08;18,756786;18,790001;18,525;18,694286;243888400;16,579378;-0,0000574174337906186;-0,0000572334648240025;0,938599690329739
"69";"AAPL";2014-04-09;18,665714;18,946072;18,643572;18,940001;206169600;16,7973;0,0131441601729572;0,01314385582846;0,950936794997721
"70";"AAPL";2014-04-10;18,952856;19,008572;18,684643;18,695715;239652000;16,58065;-0,0128979062111173;-0,0128978873865951;0,93867170140314
"71";"AAPL";2014-04-11;18,535713;18,672501;18,469286;18,557501;271717600;16,458073;-0,0073927741071671;-0,00739281701716155;0,931732313553876
"72";"AAPL";2014-04-14;18,639286;18,648571;18,471786;18,63143;205674000;16,523643;0,0039840630187995;0,00398377992812726;0,935444393807727
"73";"AAPL";2014-04-15;18,581072;18,629999;18,261786;18,498571;266490000;16,405807;-0,00713135717105484;-0,00713090728945676;0,928773405721823
"74";"AAPL";2014-04-16;18,501785;18,610357;18,362143;18,536072;214765600;16,43907;0,00202751379435351;0,00202723767149382;0,930656506613753
"75";"AAPL";2014-04-17;18,571428;18,848572;18,542856;18,747856;284334400;16,626888;0,0114250988650817;0,0114255059000632;0,941289349211247
"76";"AAPL";2014-04-21;18,762142;19,004999;18,712856;18,970358;182548800;16,824219;0,011868186036978;0,0118681304144859;0,952460746322312
"77";"AAPL";2014-04-22;18,868214;18,993929;18,803572;18,989286;202563200;16,841009;0,000997966086865532;0,000997767148094963;0,953411269846212
"78";"AAPL";2014-04-23;18,895;18,968929;18,730356;18,741072;394940000;16,620874;-0,0130713664484117;-0,0130712655546923;0,940948881762007
"79";"AAPL";2014-04-24;20,293215;20,357143;20,026072;20,2775;759911600;17,98348;0,0819816093906975;0,0819818631506246;1,01808938544323
"80";"AAPL";2014-04-25;20,161785;20,428213;20,14143;20,42643;390275200;18,115562;0,00734462962674631;0,00734459376155838;1,02556687490624
"81";"AAPL";2014-04-28;20,457144;21,276787;20,448214;21,217501;669485600;18,817144;0,0387281388234049;0,0387278148947221;1,06528517121029
"82";"AAPL";2014-04-29;21,205;21,285;21,053928;21,154642;337377600;18,761395;-0,00296267063694677;-0,00296260148638616;1,06212908211357
"83";"AAPL";2014-04-30;21,165714;21,408215;21,064285;21,074642;456640800;18,690445;-0,00378170173379966;-0,0037816759082947;1,05811242672222
"84";"AAPL";2014-05-01;21,142857;21,242857;20,941429;21,124287;244048000;18,73447;0,00235548163781019;0,0023556746539275;1,0606047911141
"85";"AAPL";2014-05-02;21,155001;21,22143;21,061071;21,16357;191514400;18,769312;0,00185978039410761;0,00185961306054971;1,06257728311052
"86";"AAPL";2014-05-05;21,076429;21,464287;21,071428;21,462856;287067200;19,034735;0,0141413281424487;0,0141415649628109;1,07760353714769
"87";"AAPL";2014-05-06;21,492857;21,586071;21,22893;21,22893;374564400;18,827276;-0,0108989696993418;-0,010899108674074;1,06585876884842
"88";"AAPL";2014-05-07;21,258928;21,331785;20,990356;21,154642;282864400;18,761395;-0,0034992316466812;-0,00349937561619917;1,06212908211357
"89";"AAPL";2014-05-08;21,008928;21,22893;20,942858;20,999643;230297200;18,727951;-0,00178259665659186;-0,00732694980137216;1,06023573436293
"90";"AAPL";2014-05-09;20,876429;20,9375;20,72607;20,912144;291597600;18,64992;-0,00416655297741864;-0,00416668988134694;1,05581820600715
"91";"AAPL";2014-05-12;20,981787;21,202143;20,978571;21,172501;213208800;18,882109;0,0124498657366894;0,0124500385995812;1,06896300091429
"92";"AAPL";2014-05-13;21,142857;21,23357;21,09643;21,205713;159737200;18,91173;0,00156873366211374;0,00156863849008659;1,07063991915738
"93";"AAPL";2014-05-14;21,158215;21,335714;21,133572;21,209642;166404000;18,915234;0,000185281833021245;0,000185280259145326;1,07083828928411
"94";"AAPL";2014-05-15;21,239286;21,307142;21,001429;21,029285;230846000;18,754389;-0,00850346339886687;-0,00850353815495786;1,06173245508507
"95";"AAPL";2014-05-16;21,022499;21,340357;20,907143;21,339643;276256400;19,03117;0,0147581987341736;0,0147583714805328;1,07740171365974
"96";"AAPL";2014-05-19;21,351786;21,690357;21,333214;21,592501;317755200;19,256672;0,0118490875758033;0,0118492141597684;1,09016794091922
"97";"AAPL";2014-05-20;21,589643;21,657143;21,454643;21,596786;234836000;19,2605;0,000198788243368497;0,000198448526180561;1,09038465348917
"98";"AAPL";2014-05-21;21,565357;21,667856;21,502144;21,653929;196859600;19,311459;0,00264577762778728;0,00264590295982003;1,09326956881105
"99";"AAPL";2014-05-22;21,664286;21,780357;21,575001;21,688213;200760000;19,342033;0,00158320508046561;0,0015832692533535;1,09500043874671
"100";"AAPL";2014-05-23;21,6875;21,954643;21,659643;21,933214;232209600;19,560532;0,0112965891434471;0,0112965046958917;1,10737020881513
"101";"AAPL";2014-05-27;21,995714;22,352142;21,986786;22,343929;348866000;19,926821;0,0187259221783949;0,0187257097842568;1,12810673716807
"102";"AAPL";2014-05-28;22,357857;22,493929;22,277857;22,286072;315481600;19,875219;-0,00258957512590685;-0,0025893834517644;1,12518542002213
"103";"AAPL";2014-05-29;22,423214;22,745358;22,420357;22,692142;376474000;20,23736;0,0182207300457922;0,0182207972764334;1,14568711981182
"104";"AAPL";2014-05-30;22,785;23,006071;22,460714;22,607143;564020800;20,161558;-0,00374564666537525;-0,00374574599436228;1,14139578067193
"105";"AAPL";2014-06-02;22,64143;22,672501;22,232143;22,451786;369350800;20,023006;-0,00687208796066263;-0,00687203155215155;1,13355200846923
"106";"AAPL";2014-06-03;22,445;22,812143;22,4375;22,769285;292709200;20,30616;0,0141414331094942;0,0141413694215686;1,14958205837313
"107";"AAPL";2014-06-04;22,765715;23,138929;22,718214;23,029285;335482000;20,538033;0,0114188502405181;0,0114188917218965;1,16270896373688
"108";"AAPL";2014-06-05;23,078571;23,191786;22,950357;23,119642;303805600;20,618608;0,00392320919924516;0,0039235694898907;1,16727051423945
"109";"AAPL";2014-06-06;23,210714;23,259287;23,016787;23,05607;349938400;20,56192;-0,00274936115958935;-0,00274969655672008;1,16406126602487
"110";"AAPL";2014-06-09;23,174999;23,469999;22,9375;23,424999;301660000;20,890936;0,0160012294571712;0,0160013827161352;1,18268767744474
"111";"AAPL";2014-06-10;23,682501;23,762501;23,3925;23,5625;251108000;21,013565;0,00586996197776868;0,00586984016520131;1,18963000914291
"112";"AAPL";2014-06-11;23,532499;23,690001;23,3675;23,465;182724000;20,926611;-0,00413799371977097;-0,00413793103448279;1,18470732763623
"113";"AAPL";2014-06-12;23,51;23,530001;22,975;23,0725;218996000;20,576571;-0,0167270276109208;-0,0167270402727465;1,164890695456
"114";"AAPL";2014-06-13;23,049999;23,110001;22,719999;22,82;218100000;20,351383;-0,0109439031411017;-0,0109437642214758;1,15214224451496
"115";"AAPL";2014-06-16;22,877501;23,1875;22,862499;23,049999;142244000;20,556507;0,0100791184559792;0,0100788343558282;1,16375482267556
"116";"AAPL";2014-06-17;23,077499;23,174999;22,950001;23,02;118904000;20,529755;-0,00130138841195138;-0,00130147511069312;1,16224032563498
"117";"AAPL";2014-06-18;23,067499;23,0725;22,8375;23,045;134056000;20,552038;0,00108540019108849;0,00108601216333626;1,16350182150651
"118";"AAPL";2014-06-19;23,0725;23,075001;22,834999;22,965;142112000;20,480703;-0,00347094531452308;-0,00347146886526373;1,15946337031072
"119";"AAPL";2014-06-20;22,9625;23,137501;22,725;22,727501;403592000;20,268896;-0,0103417836780308;-0,0103417809710429;1,14747245095236
"120";"AAPL";2014-06-23;22,83;22,905001;22,65;22,7075;174776000;20,251055;-0,000880215676275609;-0,000880035160926829;1,14646242771294
"121";"AAPL";2014-06-24;22,6875;22,934999;22,547501;22,57;156144000;20,128428;-0,00605533884530962;-0,00605526808323242;1,13952020923972
"122";"AAPL";2014-06-25;22,5525;22,674999;22,4125;22,59;147476000;20,146265;0,00088615961465055;0,000886132033673048;1,14053000602923
"123";"AAPL";2014-06-26;22,592501;22,762501;22,450001;22,725;130516000;20,266659;0,0059759960469099;0,00597609561752988;1,14734580883664
"124";"AAPL";2014-06-27;22,705;23;22,692499;22,995001;256116000;20,507458;0,0118815340999223;0,0118812321232122;1,16097803718874
"125";"AAPL";2014-06-30;23,025;23,432501;23,022499;23,2325;197929200;20,719269;0,0103284863487225;0,0103282883092721;1,17296918299701
"126";"AAPL";2014-07-01;23,379999;23,5175;23,282499;23,379999;152892000;20,850805;0,00634848652237685;0,00634882169374795;1,18041576204643
"127";"AAPL";2014-07-02;23,467501;23,514999;23,272499;23,370001;113860000;20,841885;-0,000427801228777502;-0,000427630471669493;1,17991077873296
"128";"AAPL";2014-07-03;23,4175;23,525;23,299999;23,5075;91567200;20,964512;0,00588368086667779;0,00588356842603477;1,18685299720617
"129";"AAPL";2014-07-07;23,535;23,997499;23,525;23,9925;225872000;21,397047;0,0206317704891008;0,0206317132829947;1,21133987584883
"130";"AAPL";2014-07-08;24,067499;24,200001;23,48;23,8375;260888000;21,258816;-0,00646028398217757;-0,0064603521933938;1,20351427625191
"131";"AAPL";2014-07-09;23,860001;23,987499;23,690001;23,8475;145744000;21,267733;0,000419449512145897;0,000419507079181924;1,20401908972795
"132";"AAPL";2014-07-10;23,440001;23,887501;23,379999;23,76;158744000;21,189701;-0,00366903233174876;-0,00366914770940341;1,19960150475969
"133";"AAPL";2014-07-11;23,84;23,9725;23,715;23,805;136072000;21,229828;0,00189370298335034;0,00189393939393923;1,20187319370809
"134";"AAPL";2014-07-14;23,965;24,2225;23,9125;24,112499;171240000;21,504063;0,0129174386151407;0,0129174123083386;1,217398316911
"135";"AAPL";2014-07-15;24,200001;24,2125;23,7575;23,83;181911600;21,252123;-0,0117159254974279;-0,0117158739954744;1,20313536892937
"136";"AAPL";2014-07-16;24,2425;24,275;23,684999;23,695;213585200;21,131735;-0,00566475170504155;-0,00566512798992858;1,19631990579683
"137";"AAPL";2014-07-17;23,7575;23,82;23,1425;23,272499;229192000;20,754934;-0,0178310488939976;-0,0178308081873814;1,17498826706371
"138";"AAPL";2014-07-18;23,405001;23,684999;23,254999;23,6075;199952000;21,053696;0,0143947458469393;0,0143947154106656;1,19190192454123
"139";"AAPL";2014-07-21;23,747499;23,75;23,43;23,485001;156316000;20,944445;-0,00518916013606341;-0,00518898655088429;1,1857169545883
"140";"AAPL";2014-07-22;23,67;23,7225;23,530001;23,68;220788000;21,118355;0,00830339500521493;0,00830312930367771;1,19556243082663
"141";"AAPL";2014-07-23;23,855;24,469999;23,7925;24,297501;371672000;21,669058;0,0260769837423416;0,0260769003378378;1,22673909289825
"142";"AAPL";2014-07-24;24,26;24,33;24,105;24,2575;182916000;21,633379;-0,00164654134942088;-0,00164630099202379;1,22471921625684
"143";"AAPL";2014-07-25;24,2125;24,459999;24,16;24,4175;173876000;21,776073;0,00659601072953042;0,00659589817582185;1,23279747734793
"144";"AAPL";2014-07-28;24,455;24,809999;24,387501;24,754999;221272000;22,077061;0,0138219595424758;0,0138220129005837;1,2498371542039
"145";"AAPL";2014-07-29;24,8325;24,860001;24,5625;24,594999;172572000;21,934374;-0,00646313383833119;-0,00646334100033696;1,24175928940016
"146";"AAPL";2014-07-30;24,610001;24,674999;24,4175;24,5375;132040000;21,883087;-0,00233820212968006;-0,00233783298791757;1,23885580518514
"147";"AAPL";2014-07-31;24,290001;24,362499;23,8325;23,9;227372000;21,314562;-0,025980109661859;-0,0259806418746817;1,2066701955112
"148";"AAPL";2014-08-01;23,725;24,155001;23,702499;24,032499;194044000;21,432718;0,00554344020768527;0,00554389121338916;1,21335929959041
"149";"AAPL";2014-08-04;24,092501;24,145;23,7925;23,897499;159832000;21,312323;-0,00561734633936783;-0,00561739334723377;1,20654344017052
"150";"AAPL";2014-08-05;23,84;23,92;23,59;23,780001;223732000;21,207537;-0,0049166859942954;-0,00491674881961501;1,20061124493672
"151";"AAPL";2014-08-06;23,6875;23,870001;23,6775;23,74;154232000;21,171862;-0,00168218497037154;-0,00168212776778265;1,19859159474523
"152";"AAPL";2014-08-07;23,7325;23,987499;23,525;23,620001;186844000;21,169626;-0,000105611872966094;-0,0050547177759056;1,19846500924199
"153";"AAPL";2014-08-08;23,565001;23,705;23,32;23,684999;167460000;21,227882;0,00275186722713006;0,00275182037460553;1,20176302582378
"154";"AAPL";2014-08-11;23,817499;24,02;23,709999;23,997499;146340000;21,507957;0,0131937326578317;0,0131940052013513;1,21761876590457
"155";"AAPL";2014-08-12;24,01;24,219999;23,9025;23,9925;135180000;21,503477;-0,000208295004495374;-0,000208313374656321;1,21736514199825
"156";"AAPL";2014-08-13;24,0375;24,309999;24,01;24,309999;127664000;21,788038;0,0132332552544874;0,0132332603938732;1,23347484566023
"157";"AAPL";2014-08-14;24,3325;24,3925;24,200001;24,375;112464000;21,846292;0,00267366891869747;0,00267383803676835;1,23677274901706
"158";"AAPL";2014-08-15;24,475;24,547501;24,215;24,495001;195804000;21,953852;0,00492348999088743;0,00492311794871791;1,24286198726785
"159";"AAPL";2014-08-18;24,622499;24,842501;24,495001;24,790001;190288000;22,218246;0,0120431712849298;0,0120432736459166;1,25782998706405
"160";"AAPL";2014-08-19;24,852501;25,17;24,83;25,1325;277596000;22,525211;0,0138158970784641;0,0138160139646626;1,27520803670753
"161";"AAPL";2014-08-20;25,110001;25,272499;24,987499;25,1425;210796000;22,534174;0,000397909702155586;0,000397891176763032;1,2757154543576
"162";"AAPL";2014-08-21;25,1425;25,235001;25,0275;25,145;133912000;22,536419;0,0000996264606814012;0,0000994332305856993;1,27584254937316
"163";"AAPL";2014-08-22;25,0725;25,3675;25,047501;25,33;176736000;22,702223;0,00735715820690053;0,007357327500497;1,28522912485599
"164";"AAPL";2014-08-25;25,4475;25,5425;25,32;25,385;161080000;22,751518;0,00217137326155248;0,00217133833399141;1,28801983701267
"165";"AAPL";2014-08-26;25,355;25,375;25,215;25,2225;132608000;22,605877;-0,0064013750642925;-0,00640141816033091;1,2797747389457
"166";"AAPL";2014-08-27;25,254999;25,6425;25,174999;25,532499;209476000;22,883717;0,0122906092075084;0,012290573892358;1,29550395013573
"167";"AAPL";2014-08-28;25,397499;25,695;25,389999;25,5625;273840000;22,910603;0,00117489654324943;0,00117501228532313;1,29702603324851
"168";"AAPL";2014-08-29;25,715;25,725;25,549999;25,625;178380000;22,966619;0,00244498147866312;0,00244498777506119;1,30019723787714
"169";"AAPL";2014-09-02;25,764999;25,934999;25,68;25,825001;214256000;23,14587;0,00780484929018055;0,00780491707317066;1,31034508136628
"170";"AAPL";2014-09-03;25,775;25,799999;24,645;24,735001;501684000;22,168955;-0,0422068818324823;-0,0422071619668088;1,25503950135728
"171";"AAPL";2014-09-04;24,7125;25,022499;24,4475;24,530001;342872000;21,985216;-0,00828812183524208;-0,00828785088789774;1,24463758106199
"172";"AAPL";2014-09-05;24,700001;24,8475;24,577499;24,7425;233828000;22,175673;0,00866295787132576;0,00866282068231472;1,2554198239918
"173";"AAPL";2014-09-08;24,825001;24,827499;24,512501;24,59;185426800;22,038994;-0,00616346570406234;-0,00616348388400523;1,24768208696243
"174";"AAPL";2014-09-09;24,77;25,77;24,035;24,497499;759385200;21,956089;-0,00376174157495579;-0,00376173241154931;1,24298862938357
"175";"AAPL";2014-09-10;24,502501;25,2775;24,440001;25,25;403478400;22,630524;0,0307174469915841;0,0307174622193065;1,28117006671781
"176";"AAPL";2014-09-11;25,102501;25,360001;24,905001;25,3575;249412400;22,726871;0,00425739147710402;0,00425742574257426;1,28662450924057
"177";"AAPL";2014-09-12;25,3025;25,547501;25,27;25,415001;250504400;22,778402;0,00226740407863457;0,00226761313220925;1,28954180690049
"178";"AAPL";2014-09-15;25,702499;25,762501;25,360001;25,407499;245266000;22,771683;-0,000294972404122129;-0,000295180000189577;1,2891614276535
"179";"AAPL";2014-09-16;24,950001;25,315001;24,7225;25,215;267632400;22,599155;-0,0075764272671458;-0,00757646394082323;1,27939418986127
"180";"AAPL";2014-09-17;25,317499;25,450001;25,147499;25,395;243706000;22,760479;0,00713849699247615;0,0071386079714455;1,28852714143779
"181";"AAPL";2014-09-18;25,4825;25,5875;25,389999;25,4475;149197600;22,807529;0,00206717969336223;0,0020673360897816;1,29119075857891
"182";"AAPL";2014-09-19;25,5725;25,5875;25,125;25,24;283609600;22,621559;-0,00815388637673098;-0,00815404263680142;1,28066253584277
"183";"AAPL";2014-09-22;25,450001;25,535;25,145;25,264999;211153600;22,64397;0,000990692109239522;0,000990451664025338;1,28193127811163
"184";"AAPL";2014-09-23;25,15;25,735001;25,135;25,66;253608800;22,997986;0,0156340076408863;0,0156343168665869;1,30197300150872
"185";"AAPL";2014-09-24;25,540001;25,7125;25,299999;25,4375;240687200;22,798569;-0,00867106363139802;-0,00867108339828526;1,29068351076628
"186";"AAPL";2014-09-25;25,127501;25,1775;24,43;24,467501;400368000;21,929209;-0,0381322178598139;-0,0381326388206389;1,24146688594567
"187";"AAPL";2014-09-26;24,6325;25,1875;24,6;25,1875;249482000;22,574507;0,0294264147876926;0,029426748567416;1,27799880547669
"188";"AAPL";2014-09-29;24,6625;25,110001;24,657499;25,0275;199065200;22,43111;-0,00635216529867078;-0,00635235732009931;1,2698807458128
"189";"AAPL";2014-09-30;25,202499;25,385;25,1325;25,1875;221056400;22,574507;0,00639277325107845;0,00639296773549103;1,27799880547669
"190";"AAPL";2014-10-01;25,147499;25,172501;24,674999;24,795;205965200;22,222725;-0,0155831531559029;-0,0155831265508685;1,25808355435789
"191";"AAPL";2014-10-02;24,817499;25,055;24,51;24,975;191031200;22,384052;0,00725955075266427;0,00725952813067154;1,26721667577184
"192";"AAPL";2014-10-03;24,860001;25,0525;24,76;24,905001;173878400;22,321312;-0,00280288841359022;-0,00280276276276292;1,26366480883381
"193";"AAPL";2014-10-06;24,987499;25,1625;24,855;24,905001;148204800;22,321312;0;0;1,26366480883381
"194";"AAPL";2014-10-07;24,8575;25,030001;24,682501;24,6875;168376800;22,126373;-0,0087333128088527;-0,00873322590912562;1,25262882877272
